Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Unit,Aggregator,Disaggregator,Value
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2019,Percent,Non-fentanyl opioids,50 to 59 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2019,Percent,Non-fentanyl opioids,60 years or more,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl,20 to 29 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl,30 to 39 years,28
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl,40 to 49 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl,50 to 59 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl,60 years or more,7
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl analogues,0 to 19 years,9
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl analogues,20 to 29 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl analogues,30 to 39 years,30
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl analogues,40 to 49 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl analogues,50 to 59 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Fentanyl analogues,60 years or more,6
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Non-fentanyl opioids,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Non-fentanyl opioids,20 to 29 years,16
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Non-fentanyl opioids,30 to 39 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Non-fentanyl opioids,40 to 49 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Non-fentanyl opioids,50 to 59 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,British Columbia,59,2018,Percent,Non-fentanyl opioids,60 years or more,10
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl,0 to 19 years,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl,20 to 29 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl,30 to 39 years,34
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl,40 to 49 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl,50 to 59 years,18
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl,60 years or more,6
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl analogues,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl analogues,20 to 29 years,7
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl analogues,30 to 39 years,38
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl analogues,40 to 49 years,29
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl analogues,50 to 59 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Fentanyl analogues,60 years or more,4
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Non-fentanyl opioids,0 to 19 years,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Non-fentanyl opioids,20 to 29 years,12
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Non-fentanyl opioids,30 to 39 years,26
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Non-fentanyl opioids,40 to 49 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Non-fentanyl opioids,50 to 59 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2020 (Jan to Sep),Percent,Non-fentanyl opioids,60 years or more,11
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl,20 to 29 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl,30 to 39 years,34
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl,40 to 49 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl,50 to 59 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl,60 years or more,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl analogues,0 to 19 years,6
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl analogues,20 to 29 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl analogues,30 to 39 years,24
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl analogues,40 to 49 years,24
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl analogues,50 to 59 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Fentanyl analogues,60 years or more,6
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Non-fentanyl opioids,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Non-fentanyl opioids,20 to 29 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Non-fentanyl opioids,30 to 39 years,24
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Non-fentanyl opioids,40 to 49 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Non-fentanyl opioids,50 to 59 years,26
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2019,Percent,Non-fentanyl opioids,60 years or more,10
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl,20 to 29 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl,30 to 39 years,34
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl,40 to 49 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl,50 to 59 years,14
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl,60 years or more,4
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl analogues,0 to 19 years,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl analogues,20 to 29 years,26
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl analogues,30 to 39 years,32
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl analogues,40 to 49 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl analogues,50 to 59 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Fentanyl analogues,60 years or more,5
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Non-fentanyl opioids,0 to 19 years,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Non-fentanyl opioids,20 to 29 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Non-fentanyl opioids,30 to 39 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Non-fentanyl opioids,40 to 49 years,21
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Non-fentanyl opioids,50 to 59 years,29
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Alberta,48,2018,Percent,Non-fentanyl opioids,60 years or more,12
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl,0 to 19 years,4
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl,20 to 29 years,26
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl,30 to 39 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl,40 to 49 years,28
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl,50 to 59 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl,60 years or more,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl analogues,0 to 19 years,5
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl analogues,20 to 29 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl analogues,30 to 39 years,24
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl analogues,40 to 49 years,29
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl analogues,50 to 59 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Fentanyl analogues,60 years or more,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Non-fentanyl opioids,0 to 19 years,4
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Non-fentanyl opioids,20 to 29 years,18
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Non-fentanyl opioids,30 to 39 years,18
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Non-fentanyl opioids,40 to 49 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Non-fentanyl opioids,50 to 59 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2020 (Jan to Sep),Percent,Non-fentanyl opioids,60 years or more,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl,0 to 19 years,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl,20 to 29 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl,30 to 39 years,43
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl,40 to 49 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl,50 to 59 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl,60 years or more,3
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl analogues,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl analogues,20 to 29 years,33
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl analogues,30 to 39 years,42
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl analogues,40 to 49 years,8
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl analogues,50 to 59 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Fentanyl analogues,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Non-fentanyl opioids,20 to 29 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Non-fentanyl opioids,30 to 39 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Non-fentanyl opioids,40 to 49 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Non-fentanyl opioids,50 to 59 years,35
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2019,Percent,Non-fentanyl opioids,60 years or more,8
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl,20 to 29 years,30
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl,30 to 39 years,36
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl,40 to 49 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl,50 to 59 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl,60 years or more,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl analogues,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl analogues,20 to 29 years,40
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl analogues,30 to 39 years,60
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl analogues,40 to 49 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl analogues,50 to 59 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Fentanyl analogues,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Non-fentanyl opioids,20 to 29 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Non-fentanyl opioids,30 to 39 years,18
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Non-fentanyl opioids,40 to 49 years,21
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Non-fentanyl opioids,50 to 59 years,26
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Saskatchewan,47,2018,Percent,Non-fentanyl opioids,60 years or more,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl,20 to 29 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl,30 to 39 years,30
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl,40 to 49 years,24
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl,50 to 59 years,18
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl,60 years or more,6
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl analogues,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl analogues,20 to 29 years,10
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl analogues,30 to 39 years,30
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl analogues,40 to 49 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl analogues,50 to 59 years,40
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Fentanyl analogues,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Non-fentanyl opioids,0 to 19 years,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Non-fentanyl opioids,20 to 29 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Non-fentanyl opioids,30 to 39 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Non-fentanyl opioids,40 to 49 years,21
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Non-fentanyl opioids,50 to 59 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2020 (Jan to Sep),Percent,Non-fentanyl opioids,60 years or more,12
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl,0 to 19 years,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl,20 to 29 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl,30 to 39 years,32
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl,40 to 49 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl,50 to 59 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl,60 years or more,5
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl analogues,0 to 19 years,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl analogues,20 to 29 years,21
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl analogues,30 to 39 years,31
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl analogues,40 to 49 years,20
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl analogues,50 to 59 years,21
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Fentanyl analogues,60 years or more,7
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Non-fentanyl opioids,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Non-fentanyl opioids,20 to 29 years,15
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Non-fentanyl opioids,30 to 39 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Non-fentanyl opioids,40 to 49 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Non-fentanyl opioids,50 to 59 years,30
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2019,Percent,Non-fentanyl opioids,60 years or more,12
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl,0 to 19 years,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl,20 to 29 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl,30 to 39 years,33
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl,40 to 49 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl,50 to 59 years,18
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl,60 years or more,4
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl analogues,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl analogues,20 to 29 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl analogues,30 to 39 years,35
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl analogues,40 to 49 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl analogues,50 to 59 years,14
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Fentanyl analogues,60 years or more,1
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Non-fentanyl opioids,0 to 19 years,2
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Non-fentanyl opioids,20 to 29 years,16
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Non-fentanyl opioids,30 to 39 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Non-fentanyl opioids,40 to 49 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Non-fentanyl opioids,50 to 59 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Ontario,35,2018,Percent,Non-fentanyl opioids,60 years or more,12
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl,0 to 19 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl,20 to 29 years,16
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl,30 to 39 years,29
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl,40 to 49 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl,50 to 59 years,16
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl,60 years or more,Suppressed
